pid,name,unit,retail_price,actual_price,wholesale_price,category,description,quantity,url,enable,variant_id,brand,barcode,loose,sid
655,Priya Rice Rich Oil/ ప్రియా రైస్ రిచ్ ఆయిల్,per liter,160,170,160,Oils,this item is Priya Rice Rich Oil/ ప్రియా రైస్ రిచ్ ఆయిల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622005917439-e200856f-fdfb-4020-92ac-beabc7acffb7.jpeg,True,0,,,False,1
656,Priya Sunflower Oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,per liter,160,195,160,Oils,this item is Priya Sunflower Oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006116489-009ca675-330e-41de-9412-af84e92b6487.jpeg,True,0,,,False,1
657,Priya Sunflower Oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,per 5 liter,850,"1,080",850,Oils,this item is Priya Sunflower Oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006106669-b2352960-10a1-42d3-826c-9b1f0a3151db.jpeg,True,0,,,False,1
658,Idhayam Gingelly Oil/ఇధాయమ్ నువ్వుల నూని,per liter,275,287,275,Oils,this item is Idhayam Gingelly Oil/ఇధాయమ్ నువ్వుల నూని,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006336223-3633b752-778c-4949-a050-396c16dc36be.jpeg,True,0,,,False,1
659,A.S Brand Gingelly Oil / A.S బ్రాండ్ నువ్వులా నూని,per liter,325,333,325,Oils,this item is A.S Brand Gingelly Oil / A.S బ్రాండ్ నువ్వులా నూని,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622267305290-bc52ed12-856d-4f88-a2ff-89e2217b35e9.jpeg,True,0,,,False,1
660,Sunfit Refined Sunflower Oil Bottle / సన్‌ఫిట్ రిఫైన్డ్ సన్‌ఫ్లవర్ ఆయిల్ బాటిల్,per liter,150,150,150,Oils,this item is Sunfit Refined Sunflower Oil Bottle / సన్‌ఫిట్ రిఫైన్డ్ సన్‌ఫ్లవర్ ఆయిల్ బాటిల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622007097161-7f998da8-62a8-473d-a768-11a49c03b61a.jpeg,True,0,,,False,1
661,Dabur Vatika 7 Ayurvedic Herbs Enriched Coconut Hair Oil,per 90 ml,45,45,45,Oils,this item is Dabur Vatika 7 Ayurvedic Herbs Enriched Coconut Hair Oil,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.ap-south-1.amazonaws.com/personal-care/dabur-vatika-7-ayurvedic-herbs-enriched-coconut-hair-oil-c672sk953d.jpg,True,0,,,False,1
662,Dabur Almond Hair Oil,100 Ml,65,65,65,Oils,this item is Dabur Almond Hair Oil,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/93326501-91e3-4887-9df5-1a1b97bbbe5c.jpg,True,0,,,False,1
663,Dabur Almond Hair Oil,200 Ml,125,125,125,Oils,this item is Dabur Almond Hair Oil,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/93326501-91e3-4887-9df5-1a1b97bbbe5c.jpg,True,1,,,False,1
664,Ruchi Dalda Vanaspati 500gm,per 500 gm,65,75,65,Oils,this item is Ruchi Dalda Vanaspati 500gm,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173120573-2fec0ff4-2d76-442d-a974-b0ffd714ea95.jpeg,True,0,,,False,1
665,Ruchi Dalda Vanaspati 1 Litre,per litre,120,123,120,Oils,this item is Ruchi Dalda Vanaspati 1 Litre,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173151205-c72843e5-8a62-4bf4-a991-c7b446050144.jpeg,True,0,,,False,1
666,Ruchi Dalda Vanaspati 200gm,per 200 gram,30,37,30,Oils,this item is Ruchi Dalda Vanaspati 200gm,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173335106-5a59e140-f463-4323-a02e-f56bf9861b94.jpeg,True,0,,,False,1
667,Ruchi Dalda Vanaspati 100gm,per 100 gram,20,24,20,Oils,this item is Ruchi Dalda Vanaspati 100gm,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173219622-6d2767b2-de32-4555-a102-7405644e7a1a.jpeg,True,0,,,False,1
668,Ruchi Dalda Vanaspati 50gm,per 50 gram,10,18,10,Oils,this item is Ruchi Dalda Vanaspati 50gm,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173274676-48a0f1e9-6aba-44f7-b3e3-df7f0494f7fd.jpeg,True,0,,,False,1
669,Gold Winner Sunflower Oil 15 L Tin,per 15 liter,"2,400","2,500","2,400",Oils,this item is Gold Winner Sunflower Oil 15 L Tin,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/384a983e-69ee-48a7-af14-8932fbec520d.jpg,True,0,,,False,1
670,Wisdom Rice Bran Oil,per liter,150,178,150,Oils,this item is Wisdom Rice Bran Oil,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626442783110-e2f21a96-4596-40a2-a207-6c2358be08a2.jpeg,True,0,,,False,1
671,Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,50ml,40,40,40,Oils,this item is Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254494515-394a320f-0cde-4feb-abbf-4a971c678280.jpeg,True,0,,,False,1
672,Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,500ml,355,360,355,Oils,this item is Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254494515-394a320f-0cde-4feb-abbf-4a971c678280.jpeg,True,1,,,False,1
673,Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,1 Lit(Pouch),600,610,600,Oils,this item is Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254494515-394a320f-0cde-4feb-abbf-4a971c678280.jpeg,True,2,,,False,1
674,Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,1 Lit Bottle,685,695,685,Oils,this item is Hatsun Cow Ghee/హాట్స్న్ ఆవు నెయ్యి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254494515-394a320f-0cde-4feb-abbf-4a971c678280.jpeg,True,3,,,False,1
675,Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,500ml,75,77,75,Oils,this item is Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253076330-ca681f2c-eb00-4cae-8628-f5ac53194b2b.jpeg,True,0,,,False,1
676,Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,200ml,75,77,75,Oils,this item is Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253076330-ca681f2c-eb00-4cae-8628-f5ac53194b2b.jpeg,True,1,,,False,1
677,Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,100ml,75,77,75,Oils,this item is Grb Cow Ghee/జి ఆర్ బి ఆవు నెయ్యి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253076330-ca681f2c-eb00-4cae-8628-f5ac53194b2b.jpeg,True,2,,,False,1
678,Grb Ghee/జి ఆర్ బి నెయ్యి,500ml,75,77,75,Oils,this item is Grb Ghee/జి ఆర్ బి నెయ్యి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253053706-7cabcd9b-2a6f-4b38-9ec2-21b7a83faf2f.jpeg,True,0,,,False,1
679,Grb Ghee/జి ఆర్ బి నెయ్యి,200ml,75,77,75,Oils,this item is Grb Ghee/జి ఆర్ బి నెయ్యి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253053706-7cabcd9b-2a6f-4b38-9ec2-21b7a83faf2f.jpeg,True,1,,,False,1
680,Grb Ghee/జి ఆర్ బి నెయ్యి,100ml,75,77,75,Oils,this item is Grb Ghee/జి ఆర్ బి నెయ్యి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253053706-7cabcd9b-2a6f-4b38-9ec2-21b7a83faf2f.jpeg,True,2,,,False,1
681,కుంకుడికాయలు పెద్దవి / Soap Nut Big Size,Size: 250gm,45,45,45,Personal Care,this item is కుంకుడికాయలు పెద్దవి / Soap Nut Big Size,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169318902-5e7615a2-c75a-4c66-970c-2cfb8af3ba67.jpeg,False,0,,,False,1
682,కుంకుడికాయలు / Soap Nut,250gm,40,45,40,Personal Care,this item is కుంకుడికాయలు / Soap Nut,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169281207-842f62d9-c400-440c-bb48-e96c153c1687.jpeg,True,0,,,False,1
683,కుంకుడికాయలు / Soap Nut,500gm,75,80,75,Personal Care,this item is కుంకుడికాయలు / Soap Nut,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169281207-842f62d9-c400-440c-bb48-e96c153c1687.jpeg,True,1,,,False,1
684,కుంకుడికాయలు / Soap Nut,1 Kg,150,160,150,Personal Care,this item is కుంకుడికాయలు / Soap Nut,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169281207-842f62d9-c400-440c-bb48-e96c153c1687.jpeg,True,2,,,False,1
685,Dettol Hand Wash / డెటోల్ హ్యాండ్ వాష్,per 250 ml,87,89,87,Personal Care,this item is Dettol Hand Wash / డెటోల్ హ్యాండ్ వాష్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253198051-83a47610-fdbf-468c-9791-7248b07b47e8.jpeg,True,0,,,False,1
686,Savlon Hand Wash / సావ్లాన్ హ్యాండ్ వాష్,per 20 ml,25,25,25,Personal Care,this item is Savlon Hand Wash / సావ్లాన్ హ్యాండ్ వాష్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253252653-530fa4fb-e0fd-4e99-81d3-68168ee09006.jpeg,True,0,,,False,1
687,Santoor Sandal & Turmeric Soap / సంతూర్ శాండల్ & పసుపు సబ్బు,per 625 gm,170,175,170,Personal Care,this item is Santoor Sandal & Turmeric Soap / సంతూర్ శాండల్ & పసుపు సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/santoor-sandal-turmeric-soap-e7h8x4jtb2.jpg,True,0,,,False,1
688,Santoor Aloe Fresh Bathing Soap / శాంతూర్ కలబంద తాజా స్నానపు సబ్బు,200gm(Set),39,40,39,Personal Care,this item is Santoor Aloe Fresh Bathing Soap / శాంతూర్ కలబంద తాజా స్నానపు సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280737849-5c205b89-5008-41e6-972c-f2d25cfb3dd0.jpeg,True,0,,,False,1
689,Santoor Aloe Fresh Bathing Soap / శాంతూర్ కలబంద తాజా స్నానపు సబ్బు,400gm(Set),100,102,100,Personal Care,this item is Santoor Aloe Fresh Bathing Soap / శాంతూర్ కలబంద తాజా స్నానపు సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280737849-5c205b89-5008-41e6-972c-f2d25cfb3dd0.jpeg,True,1,,,False,1
690,Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,45gm,10,10,10,Personal Care,this item is Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-original-soap-vdddjl3voy.jpg,True,0,,,False,1
691,Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,300gm,103,105,103,Personal Care,this item is Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-original-soap-vdddjl3voy.jpg,True,1,,,False,1
692,Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,625gm,215,219,215,Personal Care,this item is Dettol Original Soap / డెటోల్ ఒరిజినల్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-original-soap-vdddjl3voy.jpg,True,2,,,False,1
693,Dettol Cool Soap / డెటోల్ కూల్ సోప్,per 300 gram,96,99,96,Personal Care,this item is Dettol Cool Soap / డెటోల్ కూల్ సోప్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280785282-59292e01-2efb-4552-ba9d-cf8a40b89532.jpeg,False,0,,,False,1
694,Dettol & Moms Bathing Soap Citrus / డెటోల్ & మామ్స్ స్నానపు సోప్ సిట్రస్,per 300 grams,120,120,120,Personal Care,this item is Dettol & Moms Bathing Soap Citrus / డెటోల్ & మామ్స్ స్నానపు సోప్ సిట్రస్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-moms-bathing-soap-citrus-zttuxu0f8b.jpg,True,0,,,False,1
695,Pears Pure & Gentle Bathing Bar / పెర్స్ ప్యూర్ & జెంటిల్ బాత్ బార్,60gm,20,20,20,Personal Care,this item is Pears Pure & Gentle Bathing Bar / పెర్స్ ప్యూర్ & జెంటిల్ బాత్ బార్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/pears-pure-gentle-bathing-bar-obhfksf5mr.jpg,True,0,,,False,1
696,Pears Pure & Gentle Bathing Bar / పెర్స్ ప్యూర్ & జెంటిల్ బాత్ బార్,125gm,65,65,65,Personal Care,this item is Pears Pure & Gentle Bathing Bar / పెర్స్ ప్యూర్ & జెంటిల్ బాత్ బార్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/pears-pure-gentle-bathing-bar-obhfksf5mr.jpg,True,1,,,False,1
697,Dove Cream Beauty Bathing Bar / డోవ్ క్రీమ్ బ్యూటీ బాత్ బార్,50gm,24,24,24,Personal Care,this item is Dove Cream Beauty Bathing Bar / డోవ్ క్రీమ్ బ్యూటీ బాత్ బార్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dove-cream-beauty-bathing-bar-6ks8fvlp7e.jpg,True,0,,,False,1
698,Dove Cream Beauty Bathing Bar / డోవ్ క్రీమ్ బ్యూటీ బాత్ బార్,100gm,49,49,49,Personal Care,this item is Dove Cream Beauty Bathing Bar / డోవ్ క్రీమ్ బ్యూటీ బాత్ బార్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dove-cream-beauty-bathing-bar-6ks8fvlp7e.jpg,True,1,,,False,1
699,Lifebouy Neem / లైఫ్‌బాయ్ నీమ్,per 125 piece,30,30,30,Personal Care,this item is Lifebouy Neem / లైఫ్‌బాయ్ నీమ్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274337454-4526a9b1-381c-4a24-b717-936b571a5469.jpeg,True,0,,,False,1
700,Lifebuoy / లైఫ్‌బాయ్,per 50 gram,10,10,10,Personal Care,this item is Lifebuoy / లైఫ్‌బాయ్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280665065-806656ae-56b2-4754-a465-309175b6e3c4.jpeg,True,0,,,False,1
701,Lifebuoy Turmeric Soap / లైఫ్‌బాయ్ పసుపు సబ్బు,per 125 gram,30,30,30,Personal Care,this item is Lifebuoy Turmeric Soap / లైఫ్‌బాయ్ పసుపు సబ్బు,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280619933-4c4fd2e1-33e6-4c4d-b103-76303f5f0edf.jpeg,True,0,,,False,1
702,Godrej Shikakai Soap/గోద్రేజ్ షికాకై సబ్బు,per 75 gram,22,22,22,Personal Care,this item is Godrej Shikakai Soap/గోద్రేజ్ షికాకై సబ్బు,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280562229-b8d81612-c782-43b1-9152-ba7d43ce4fff.jpeg,True,0,,,False,1
703,Medimix Soap/మెడిమిక్స్ సబ్బు,75gm,28,28,28,Personal Care,this item is Medimix Soap/మెడిమిక్స్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280499599-ecc202d2-e522-4167-a37e-a48f190012b3.jpeg,True,0,,,False,1
704,Medimix Soap/మెడిమిక్స్ సబ్బు,125gm,42,43,42,Personal Care,this item is Medimix Soap/మెడిమిక్స్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280499599-ecc202d2-e522-4167-a37e-a48f190012b3.jpeg,True,1,,,False,1
705,Medimix Soap/మెడిమిక్స్ సబ్బు,375gm(Set),103,105,103,Personal Care,this item is Medimix Soap/మెడిమిక్స్ సబ్బు,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280499599-ecc202d2-e522-4167-a37e-a48f190012b3.jpeg,True,2,,,False,1
706,Cinthol Lime Refreshing Deo Soap/సింథోల్ లైమ్ రిఫ్రెష్యంగ్ డియో సబ్బు,50gm,10,10,10,Personal Care,this item is Cinthol Lime Refreshing Deo Soap/సింథోల్ లైమ్ రిఫ్రెష్యంగ్ డియో సబ్బు,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/cinthol-lime-refreshing-deo-soap-g7elqokvc9.jpg,True,0,,,False,1
707,Cinthol Lime Refreshing Deo Soap/సింథోల్ లైమ్ రిఫ్రెష్యంగ్ డియో సబ్బు,400gm(Set),110,112,110,Personal Care,this item is Cinthol Lime Refreshing Deo Soap/సింథోల్ లైమ్ రిఫ్రెష్యంగ్ డియో సబ్బు,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/cinthol-lime-refreshing-deo-soap-g7elqokvc9.jpg,True,1,,,False,1
708,Dettol Skincare Soap/డెటోల్ స్కిన్కేర్ సోప్,per 300 g,90,90,90,Personal Care,this item is Dettol Skincare Soap/డెటోల్ స్కిన్కేర్ సోప్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-skincare-soap-5e9pw8rcx0.jpg,True,0,,,False,1
709,Godrej No.1 Sandal & Turmeric Soap/గోద్రేజ్ నెం .1 శాండల్ & పసుపు సబ్బు,252gm(Set),40,40,40,Personal Care,this item is Godrej No.1 Sandal & Turmeric Soap/గోద్రేజ్ నెం .1 శాండల్ & పసుపు సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/godrej-no-1-sandal-turmeric-soap-pn5xlz8boj.jpg,True,0,,,False,1
710,Godrej No.1 Sandal & Turmeric Soap/గోద్రేజ్ నెం .1 శాండల్ & పసుపు సబ్బు,4+1),73,76,73,Personal Care,this item is Godrej No.1 Sandal & Turmeric Soap/గోద్రేజ్ నెం .1 శాండల్ & పసుపు సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/godrej-no-1-sandal-turmeric-soap-pn5xlz8boj.jpg,True,1,,,False,1
711,Godrej No.1 Jasmine Milk Cream Soap/గోద్రేజ్ నెం .1 జాస్మిన్ మిల్క్ క్రీమ్ సోప్,per 500 g,80,84,80,Personal Care,this item is Godrej No.1 Jasmine Milk Cream Soap/గోద్రేజ్ నెం .1 జాస్మిన్ మిల్క్ క్రీమ్ సోప్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274190469-dce0d6d9-0749-4d5f-9ed8-0f6b1a69bf9a.jpeg,True,0,,,False,1
712,Cinthol Original Deodorant & Complexion Soap/సింథోల్ ఒరిజినల్ డియోడరెంట్ & కాంప్లెక్సియన్ సోప్,per 400 gm,145,151,145,Personal Care,this item is Cinthol Original Deodorant & Complexion Soap/సింథోల్ ఒరిజినల్ డియోడరెంట్ & కాంప్లెక్సియన్ సోప్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/cinthol-original-deodorant-complexion-soap-xyiw4qtkkw.jpg,True,0,,,False,1
713,Rexona Silky Soft Skin Coconut & Olive Oil Soap/రెక్స్ఓన సిల్కీ సాఫ్ట్ స్కిన్ కోకోనట్ & ఆలివ్ ఆయిల్ సోప్,per 100 grams,28,28,28,Personal Care,this item is Rexona Silky Soft Skin Coconut & Olive Oil Soap/రెక్స్ఓన సిల్కీ సాఫ్ట్ స్కిన్ కోకోనట్ & ఆలివ్ ఆయిల్ సోప్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/rexona-silky-soft-skin-coconut-olive-oil-soap-kotkiimp8s.jpg,True,0,,,False,1
714,Lux Rose & Vitamin E Soft Glowing Skin Soap/లక్స్ రొసె & విటమిన్ E సాఫ్ట్ గ్లోవింగ్ స్కిన్ సబ్బు,Size: 50gm,10,10,10,Personal Care,this item is Lux Rose & Vitamin E Soft Glowing Skin Soap/లక్స్ రొసె & విటమిన్ E సాఫ్ట్ గ్లోవింగ్ స్కిన్ సబ్బు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/lux-rose-vitamin-e-soft-glowing-skin-soap-bar-pysbe59mir.jpg,False,0,,,False,1
715,International Lux Creamy Perfection/ఇంటర్నేషనల్ లక్స్ క్రీమీ పర్ఫెక్షన్,75gm,35,35,35,Personal Care,this item is International Lux Creamy Perfection/ఇంటర్నేషనల్ లక్స్ క్రీమీ పర్ఫెక్షన్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274095842-3fb51ab6-037c-4356-8348-647cbc49aeae.jpeg,True,0,,,False,1
716,International Lux Creamy Perfection/ఇంటర్నేషనల్ లక్స్ క్రీమీ పర్ఫెక్షన్,125gm,55,55,55,Personal Care,this item is International Lux Creamy Perfection/ఇంటర్నేషనల్ లక్స్ క్రీమీ పర్ఫెక్షన్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274095842-3fb51ab6-037c-4356-8348-647cbc49aeae.jpeg,True,1,,,False,1
717,Sensodyne Rapid Relief Toothpaste/సెన్సొడైన్ రాపిడ్ రిలీఫ్ టూత్ పేస్ట్,Size: 40gm,90,90,90,Personal Care,this item is Sensodyne Rapid Relief Toothpaste/సెన్సొడైన్ రాపిడ్ రిలీఫ్ టూత్ పేస్ట్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/sensodyne-rapid-relief-toothpaste-op91s8veca.jpg,False,0,,,False,1
718,Sensodyne Sensitive Fresh Mint Toothpaste/సెన్సొడైన్ సెన్సిటివిటి ఫ్రెష్ మింట్ టూత్ పేస్ట్,40gm,70,70,70,Personal Care,this item is Sensodyne Sensitive Fresh Mint Toothpaste/సెన్సొడైన్ సెన్సిటివిటి ఫ్రెష్ మింట్ టూత్ పేస్ట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/sensodyne-sensitive-fresh-mint-toothpaste-hznxz7cuo8.jpg,True,0,,,False,1
719,Sensodyne Sensitive Fresh Mint Toothpaste/సెన్సొడైన్ సెన్సిటివిటి ఫ్రెష్ మింట్ టూత్ పేస్ట్,75gm,115,115,115,Personal Care,this item is Sensodyne Sensitive Fresh Mint Toothpaste/సెన్సొడైన్ సెన్సిటివిటి ఫ్రెష్ మింట్ టూత్ పేస్ట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/personal-care/sensodyne-sensitive-fresh-mint-toothpaste-hznxz7cuo8.jpg,True,1,,,False,1
