,name,weight,retail_price,max_retail_price,category,url
141,mysore sandal talc,per 300 gm,105,110.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/2bea0abc-318b-495b-9747-dc23c12b89f3.jpg
142,mysore sandal talc,per 100 gm,43,45.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/6f205c10-139f-4bf5-842a-9ffb8c10b99f.jpg
143,mysore sandal talc,per 50 gm,25,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/b29da623-a0eb-4104-a7c0-8145d2971802.jpg
144,cinthol cool 3 pic set,per 225 gm,80,81.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/cinthol-cool-3-pic-set.png
145,cinthol cool,per 50 gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/1722db82-0098-43f9-9bdc-e8db1e57d17b.jpg
146,nature power papaya soap,per 125 gm,40,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/d06e761c-c17b-418d-a623-362e552da6cd.jpg
0,vishnu camphor tablet / హారతి ఖర్పురం బిల్లలు,Size: 10gm,10,15.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619611950164-ac3cb548-fc22-422e-9c0b-49bd4f156900.jpeg
1,vishnu camphor aachu / ముద్ద హారతి,Size: 10gm,10,15.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619702415705-23b9894f-3ebc-4b42-bb5c-35054e19d876.jpeg
2,mangal deep sambrani/మంగల్ డీప్ సంబ్రాణి,per piece,15,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619779547337-54275055-23f7-4e01-8533-d3be7efc8bda.jpeg
3,vasu loban sambrani/వాసు లోభన్ సంబ్రాణి,per piece,10,12.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619779652694-312b791a-7754-46ff-8225-0bb9ad5c4499.jpeg
4,ambica durbar agar bathi /అంబికా దర్బార్ అగర్ బత్తి,Size: 40gm,25,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619842393763-0604ea78-7003-4ce0-9b0d-f66279cd05b2.jpeg
5,mangapdeep deetyaa agarbattis /మంగల్‌దీప్ దీత్య అగర్బటిస్,per 80 gram,50,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619842771497-6fa741e5-767f-4857-9dda-273a42ef86d3.jpeg
6,mangalpdeep sandal agarbattis / మంగల్‌దీప్ సాండల్ అగర్బట్టిస్,Size: 17gm,10,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619842901360-3058f875-8a65-49e3-b0c1-9365c9fef75b.jpeg
7,mangaldeep anushri agarbattis / మంగళదీప్ అనుశ్రీ అగర్బటిస్,per 63 gram,20,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619843028425-71dfa2a8-920e-4fe0-97f1-e59b5f3fc34d.jpeg
8,mangaldeep sadhvi agarbattis/ మంగళదీప్ సాధ్వీ అగర్బట్టిస్,per 100 gram,35,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619843126729-8e9aaafd-a4ba-49f9-b603-be4122da91fb.jpeg
9,mangaldeep treya agarbattis/మంగళదీప్ ట్రెయా అగర్బటిస్,Size: 14gm,10,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619843256844-26fae1b8-1e2d-488f-9934-343abac1bdc2.jpeg
10,mangaldeep marigold agarbattis/మంగళదీప్ మారిగోల్డ్ అగర్బటిస్,per 12 gram,10,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619843387961-3b12c4ed-6a7f-4331-8279-909396e91efb.jpeg
11,mangaldeep bouquet agarbattis/మంగళదీప్ బోకెట్ అగర్బటిస్,per 14 gram,10,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619843530468-b7b1a4d7-da71-47e4-9b40-077898e7dbd6.jpeg
12,cycle brand agarbattis/ సైకిల్ బ్రాండ్ అగర్బాటిస్,Size: 16gm,10,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619848373712-472b31e9-b8fd-4ba2-a03c-577d6a2b4196.jpeg
13,ambica heaven agarbathi /అంబికా హెవెన్ అగర్బతి,per 45 gram,70,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619848596248-d8c52815-60d2-44c1-8a30-bc3679e72b42.jpeg
14,bharat vasi agarbathi/ భారత్ వాసి అగర్బతి,per 105 gram,55,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619848743598-5fe84332-c63f-4f68-9b45-59e3638ada37.jpeg
15,ambica nitya puja agarabathies / అంబికా నిత్య పూజ అగరాబతీలు,per 282 gram,110,130.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619849600505-70ad262d-7135-4f20-8164-6c2f0f00b5e8.jpeg
16,moksh madhur sugandh 5 in 1 agarbathi / మోక్ష మాధుర్ సుగంధ్ 5 ఇన్ 1 అగర్బతి,per 400 gram,120,150.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619849754712-45b50f01-eace-4628-9957-f05ff6843d21.jpeg
17,zed black fresh pineapple agarbathi/జెడ్ బ్లాక్ ఫ్రెష్ పైనాపిల్ అగర్బతి,per 130 gram,60,70.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619849892193-23125eb3-121b-44d9-8229-261526a054be.jpeg
18,zed black stellar agarbathi/ జెడ్ బ్లాక్ స్టెల్లార్ అగర్బతి,per 145 gram,60,70.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619850034116-a0649a44-14d3-488e-92b3-f5b364df14bb.jpeg
19,mangaldeep mogra agarbathis/మంగళదీప్ మోగ్రా అగర్బాతీస్,per 130 gram,60,65.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619850220960-42c84675-a663-417d-b522-7988176a2b04.jpeg
20,mangaldeep temple agarbathis/మంగళదీప్ టెంపుల్ అగర్బాతీస్,per 130 gram,60,65.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619850391348-472c9ca9-6e2e-4e74-a0c6-9715278170e7.jpeg
21,mangaldeep lavender agarabathis/మంగళదీప్ లావెండర్ అగరాబతీస్,per 106 gram,60,70.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619850561068-eb0703dc-1564-40bb-9c92-1fad0c687609.jpeg
22,moksh swarna champa agarbatti /మోక్ష స్వర్ణ చంపా అగర్బహతి,per 23 gram,10,12.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619850675238-456c07b3-ed36-4fe8-84c8-890ccdd031cc.jpeg
23,kumkam loose/కుంకుమ లూస్,Size: 50gm,10,15.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619880599799-cf862de8-ac78-4344-ac01-cea029523108.jpeg
24,sambrani / సాంబ్రానీ లూస్,Size: 50 Gm,25,30.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619881207112-cf64253f-a497-43f1-a500-1599b0df95e3.jpeg
25,guggilam loose / గుగ్గిలం లూస్,Size: 50gm,25,30.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619881512139-11400cd0-c534-411b-9f82-0ea50920e183.jpeg
26,pooja gingerly oil/పూజా జింజర్లీ ఆయిల్,Size: 200 Ml,30,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619950947430-f20fd941-c532-4614-adfe-4df9038d21ff.jpeg
27,mitra singapore loban / మిత్రా సింగపూర్ సాంబ్రానీ,Size: 25gm,10,12.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620014354224-8fe98a85-7dd1-439a-bd6b-d1669c5e2732.jpeg
28,cycle brand all in 1 agarabathies / సైకిల్ బ్రాండ్ అగర్భతీస్,per piece,160,179.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620014674889-43247cb6-a97f-4028-9f7c-4f58801dd4fa.jpeg
29,naivedya sambrani cups / నైవేద్య సంబ్రాణి కప్‌లు,per piece,70,72.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620014745168-d9b0ad3a-097b-42e7-865c-db5b70d49e62.jpeg
30,ashika natural pure cup sambrani / ఆషిక నేచురల్ ప్యూర్ కప్ సాంబ్రానీ,per piece,80,84.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620014827380-2bf85745-5e12-4add-bda2-00d20142d4c5.jpeg
31,chandan tika powder/ గంధం పౌడర్,per 15 gram,10,15.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620016566730-d7a7ae5d-bf7e-4477-b520-0bbf1ab1bc5b.jpeg
32,abishekam puja saamagri / అభిషేకం పూజ సమాగ్రీ,per piece,70,,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620017340486-0cf20823-9019-426b-ac25-db8bdf3dda9d.jpeg
33,vibuthi / విబుతి,Size: 25gms,5,6.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620017598381-0b34ee47-1304-465a-848f-504481d4d747.jpeg
34,kumkam packet / కుంకం ప్యాకెట్,per 40 gram,10,12.0,puja items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1623393886711-cb3c6a51-efa6-4af4-bec6-47019514906d.jpeg
0,తెల్ల గోధుమ రవ్వా / white upma ravva loose,Size: 250gm,9,12,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619157762710-30cadacc-e98f-445f-8c6c-fdcbd0000a99.jpeg
1,బన్సీ రవ్వ / wheat ravva/ bansi ravva,Size: 250gm,9,12,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619157781777-6dd815c5-a1bd-464b-8483-7bb00d3f3ad4.jpeg
2,ఇడ్లీ రవ్వ / idly ravva loose,Size: 500gm,14,20,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619191267698-151110a8-4747-48c3-89fc-80b829888c10.jpeg
3,srilalitha idly ravva/శ్రీలలిత,per 5 kg,160,200,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619176966688-c78c1c1b-6048-49d8-b891-6c154afd62bc.jpeg
4,cow idly ravva/కౌ ఇడ్లీ రవ్వ,Size: 1 Kg,32,45,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622646787201-f16eb2c3-c01b-4463-9ebc-f9c75fc51a52.jpeg
5,sir arthur cotton idly ravva/సర్ ఆర్థర్ కాటన్ ఇడ్లీ రవ్వ,Size: 1 Kg,32,50,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619177317836-9b4b3ff6-7fad-480c-b200-bc55012758e2.jpeg
6,upma ravva/ godhuma ravva pack,Size: 500gm,20,30,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622956166299-456ca77d-4f1e-402c-9ca7-3f4eee0e3660.jpeg
7,bansi ravva pack/బన్సీ రవ్వ పే,Size: 500gm,20,35,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622956198816-4a8cdc02-87bd-4e9c-9609-b2487880616b.jpeg
8,wheat javva ravva(గోధుమ జవ్వ రవ్వ),per 500 gram,70,85,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1627289689397-7d118978-3c5e-47d1-8dd7-fcb2713f8218.jpeg
9,srilalitha rice ravva / vari nuka,per 500 gm,25,32,ravva,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626173275164-649a784e-014c-4f10-92aa-84b698e1f02c.jpeg
0,maggi 2-minute masala instant noodles/మాగీ 2-నిమిషాల మసాలా తక్షణ నూడుల్స్,per 32 gram,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/maggi-2-minute-masala-instant-noodles-in30sgwyzn.jpg
1,sunfeast yippee magic masala noodles/సన్‌ఫీస్ట్ యిప్పీ మ్యాజిక్ మసాలా నూడుల్స్,per 70 g,12,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253381566-f8a946f8-f8e2-4f81-8129-6125f1e19e20.jpeg
2,cadbury dairy milk chocolate shots,per 4 gm,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/cadbury-dairy-milk-chocolate-shots-h51nn9u618.jpg
3,britannia marie gold biscuits combo pack(12pc),per 12 piece,60,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-marie-gold-biscuits-combo-pack-oswqororqm.jpg
4,britannia marie gold biscuits,per 250 gm,32,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-marie-gold-biscuits-w00n3v47mj.jpg
5,brittania marie gold,per 83 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619751458493-8d4d897d-11ef-459d-8763-21564f040453.jpeg
6,britannia milk bikis,per 120 gram,20,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619751948855-10a0d7c0-4b90-4a7b-9d36-2cf44ac9bd16.jpeg
7,britannia good day butter cookies(12pack),per 12 piece,60,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-good-day-butter-cookies-ujgl4m0fi3.jpg
8,britannia 50-50 sweet & salty biscuits,per 76 gm,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-50-50-sweet-salty-biscuits-2sqvn6ke8q.jpg
9,britannia bourbon original biscuits,per 60 gm,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-bourbon-original-biscuits-qi1nslom78.jpg
10,britannia bour bon biscuits,per 150 gram,30,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619752242978-636b47ef-4dbe-4ae1-ac6f-cbeff612610f.jpeg
11,britannia good day cashew cookies,Size: 60gm,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619752461731-8f4a7d89-d36e-4245-908b-60063cb2c7dd.jpeg
12,britannia good day butter cookies,per 75 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619752657697-d0b7b352-1330-4621-ae77-b02d2e738e50.jpeg
13,britannia 50-50buscuits(12 pack),per 12 piece,60,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619752768396-2dd01ad9-cf0f-41f2-b66d-905513966f7e.jpeg
14,horlicks biscuits 300gm,per 300 gram,30,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753060306-06195c50-afb8-4ece-9d0a-71081040754e.jpeg
15,horlicks biscuits 150gm,per 150 gram,20,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753125946-7399ece6-65f8-48c0-80e0-5c85c6251511.jpeg
16,horlicks biscuits,per 45 gram,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753224077-7bbfe39b-0325-4dce-9a5e-565e9d3924ee.jpeg
17,horlicks biscuits,per 85 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753254725-04cfac1b-ec05-47ad-8fae-726cdf9acbaa.jpeg
18,kinder joy boys,per 20 grams,40,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/kinder-joy-boys-0lunbxwwzf.jpg
19,kinder joy for girls,per 20 gram,40,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753936198-75292a9a-9b97-4349-a36c-128553e167d9.jpeg
20,cadbury chocobakes choc-filled cookies,per 75 gm,30,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/cadbury-chocobakes-choc-filled-cookies-cex28r830p.jpg
21,cadbury celebrations,per 65 gram,50,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754730470-0d5c7834-48e4-4bb0-9fba-f71886b3b435.jpeg
22,cadbury dairy milk chocolate bar,per 50 gm,40,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/cadbury-dairy-milk-chocolate-bar-rmuv4wa8z0.jpg
23,cadbury dairy milk,per 24 gram,20,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755051514-bb647747-cf28-4300-bbb4-ec44180ccafa.jpeg
24,cadbury dairy milk,per 7 gram,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755171237-64fd23fa-5582-41f4-ab1b-e398c0fdb532.jpeg
25,cadbury dairy milk,per 130 gram,100,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755309538-4ceb221c-0d0c-4ea4-9a7e-9720bfc111c2.jpeg
26,cadbury dairy milk silk bubbly chocolate bar,per 50 gm,80,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/cadbury-dairy-milk-silk-bubbly-chocolate-bar-2vaw1q19hp.jpg
27,cadbury dairy milk fruit and nut bar,per 36 gram,40,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755559191-16ce6401-0cec-432f-8ff7-96a405c289ec.jpeg
28,cadbury dairy milk,per 13 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755617189-698f459c-a417-481c-be3c-dcc8a44f7b5b.jpeg
29,cadbury 5 star chocolate bar,per 40 gm,20,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/cadbury-5-star-chocolate-bar-1jmn04xz4d.jpg
30,cadbury 5star chocolate,per 10 gram,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755853953-a10bf109-e139-41a4-9ef0-a75de8f8d4cf.jpeg
31,cadbury 5star chocolate,per 20 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619755909655-02baaece-3efb-4582-bbec-3a59b4b28bd4.jpeg
32,cadbury fuse chocolate,per 25 gram,20,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619756026213-6f825ca2-16e8-42b9-8fda-b6edc6b6b4c0.jpeg
33,kissan fresh tomato ketchup,per 130 g,15,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/kissan-fresh-tomato-ketchup-yw1xg6bxf8.jpg
34,kissan mixed fruit jam,per 200 g,65,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/18516532-bab7-44c1-ae63-0eef49d5603e.jpg
35,britannia classic little hearts biscuits,per 18 gm,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/britannia-classic-little-hearts-biscuits-e2nts4d8zf.jpg
36,bingo yumitos chilli sprinkled potato chips,per 26 gm,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/bingo-yumitos-chilli-sprinkled-potato-chips-4lhsv2gjaw.jpg
37,kellogg's chocos,per 12 gram,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/kellogg-s-chocos-7c8ex11ba5.jpg
38,lay`s american style cream n onion chips,per 14 g,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/lay-s-american-style-cream-n-onion-chips-yjy1t9ru6n.jpg
39,lay's herby crush flavor,per 12 g,5,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/lay-s-herby-crush-flavor-opvcjqpb93.jpg
40,unibic fruit &nut cookies,per 38 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882317062-58d27f78-dd75-46eb-9741-e655a1427f6c.jpeg
41,unibic casew badam cookies,per 60 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882420390-042db0e2-39e2-44c5-a74a-948abb0284e9.jpeg
42,unibic honey oatmeal cookies,per 38 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882513018-1c8fa643-75f1-4b7a-93cd-8b91f02e7e70.jpeg
43,unibic oatmeal digestive bites,per 53 gram,10,,snacks & branded foods,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882618279-dd223365-ca67-4004-97a9-9a1540436496.jpeg
